,Clearsky DHI,Clearsky DNI,Clearsky GHI,Solar Zenith Angle,Precipitable Water
829,0,0,0,164.95,1.625
830,0,0,0,159.9,1.658
831,0,0,0,154.11,1.686
832,0,0,0,147.98,1.715
833,0,0,0,141.71,1.737
834,0,0,0,135.36,1.76
835,0,0,0,128.99,1.781
836,0,0,0,122.63,1.803
837,0,0,0,116.31,1.829
838,0,0,0,110.04,1.856
839,0,0,0,103.86,1.903
840,0,0,0,97.78,1.95
841,0,0,0,91.84,1.995
842,27,191,40,86.07,2.04
843,53,414,121,80.51,2.044
844,74,539,211,75.21,2.048
845,87,633,301,70.23,2.099
846,104,674,382,65.66,2.15
847,112,720,455,61.58,2.232
848,122,741,514,58.1,2.316
849,126,764,561,55.34,2.369
850,123,793,596,53.4,2.423
851,124,800,613,52.39,2.424
852,114,824,618,52.36,2.426
853,113,820,603,53.3,2.324
854,112,806,573,55.16,2.2230000000000003
855,108,789,528,57.87,2.049
856,98,778,471,61.3,1.876
857,91,737,399,65.34,1.7480000000000002
858,76,708,319,69.88,1.62
859,65,624,228,74.83,1.519
860,47,522,136,80.1,1.418
861,26,305,49,85.65,1.334
862,0,0,0,91.41,1.251
863,0,0,0,97.34,1.19
864,0,0,0,103.41,1.13
865,0,0,0,109.58,1.085
866,0,0,0,115.84,1.042
867,0,0,0,122.16,1.014
868,0,0,0,128.51,0.989
869,0,0,0,134.88,0.981
870,0,0,0,141.22,0.974
871,0,0,0,147.5,0.966
872,0,0,0,153.62,0.959
873,0,0,0,159.43,0.952
874,0,0,0,164.51,0.946
875,0,0,0,167.9,0.956
876,0,0,0,168.03,0.966
877,0,0,0,164.83,0.992
878,0,0,0,159.83,1.018
879,0,0,0,154.06,1.057
880,0,0,0,147.95,1.096
881,0,0,0,141.68,1.13
882,0,0,0,135.33,1.165
883,0,0,0,128.96,1.171
884,0,0,0,122.6,1.178
885,0,0,0,116.28,1.165
886,0,0,0,110.01,1.152
887,0,0,0,103.82,1.138
888,0,0,0,97.74,1.124
889,0,0,0,91.79,1.118
890,25,291,45,86.0,1.113
891,46,523,133,80.43,1.138
892,59,663,230,75.12,1.163
893,69,748,324,70.13,1.214
894,79,794,408,65.54,1.266
895,85,835,484,61.44,1.3159999999999998
896,92,855,546,57.94,1.367
897,96,874,595,55.16,1.391
898,96,890,629,53.21,1.416
899,97,897,647,52.19,1.418
900,96,898,648,52.14,1.42
901,95,893,632,53.08,1.4280000000000002
902,98,869,597,54.94,1.436
903,94,849,549,57.65,1.429
904,91,815,485,61.08,1.423
905,85,775,411,65.13,1.3769999999999998
906,76,721,326,69.67,1.331
907,65,636,234,74.63,1.306
908,51,497,138,79.91,1.2819999999999998
909,28,280,50,85.47,1.321
910,0,0,0,91.23,1.361
911,0,0,0,97.17,1.401
912,0,0,0,103.24,1.442
913,0,0,0,109.42,1.41
914,0,0,0,115.68,1.378
915,0,0,0,122.0,1.284
916,0,0,0,128.36,1.1909999999999998
917,0,0,0,134.72,1.094
918,0,0,0,141.07,0.998
919,0,0,0,147.34,0.917
920,0,0,0,153.45,0.838
921,0,0,0,159.24,0.78
922,0,0,0,164.3,0.723
923,0,0,0,167.67,0.6890000000000001
924,0,0,0,167.84,0.6559999999999999
925,0,0,0,164.71,0.628
926,0,0,0,159.75,0.601
927,0,0,0,154.01,0.5670000000000001
928,0,0,0,147.91,0.534
929,0,0,0,141.65,0.514
930,0,0,0,135.3,0.494
931,0,0,0,128.94,0.482
932,0,0,0,122.57,0.47
933,0,0,0,116.24,0.463
934,0,0,0,109.97,0.457
935,0,0,0,103.77,0.459
936,0,0,0,97.68,0.462
937,0,0,0,91.72,0.464
938,26,329,50,85.93,0.467
939,48,561,142,80.35,0.469
940,64,684,241,75.02,0.471
941,75,771,339,70.01,0.476
942,85,824,428,65.41,0.481
943,91,865,507,61.3,0.489
944,97,891,572,57.78,0.498
945,100,910,623,54.98,0.506
946,103,921,657,53.02,0.514
947,104,926,675,51.98,0.52
948,102,932,677,51.92,0.526
949,101,926,660,52.85,0.528
950,98,916,627,54.71,0.531
951,95,897,578,57.42,0.529
952,89,873,514,60.86,0.527
953,83,833,436,64.91,0.522
954,73,786,349,69.47,0.518
955,63,704,252,74.43,0.512
956,48,589,153,79.72,0.506
957,28,374,59,85.28,0.495
958,0,0,0,91.05,0.485
959,0,0,0,97.0,0.469
960,0,0,0,103.07,0.453
961,0,0,0,109.26,0.435
962,0,0,0,115.52,0.417
963,0,0,0,121.84,0.406
964,0,0,0,128.2,0.395
965,0,0,0,134.57,0.39
966,0,0,0,140.91,0.386
967,0,0,0,147.17,0.378
968,0,0,0,153.28,0.371
969,0,0,0,159.05,0.361
970,0,0,0,164.09,0.352
971,0,0,0,167.44,0.344
972,0,0,0,167.64,0.337
973,0,0,0,164.57,0.33
974,0,0,0,159.66,0.324
975,0,0,0,153.94,0.317
976,0,0,0,147.86,0.311
977,0,0,0,141.61,0.303
978,0,0,0,135.27,0.295
979,0,0,0,128.9,0.288
980,0,0,0,122.54,0.281
981,0,0,0,116.2,0.277
982,0,0,0,109.93,0.273
983,0,0,0,103.72,0.272
984,0,0,0,97.63,0.271
985,0,0,0,91.66,0.275
986,27,356,53,85.85,0.28
987,48,588,148,80.26,0.289
988,61,732,251,74.92,0.298
989,70,815,350,69.9,0.313
990,74,884,443,65.28,0.329
991,79,920,523,61.14,0.348
992,80,951,590,57.61,0.368
993,83,968,641,54.8,0.388
994,83,980,676,52.81,0.409
995,84,983,693,51.76,0.431
996,83,983,693,51.69,0.454
997,82,976,675,52.62,0.478
998,82,960,640,54.48,0.502
999,79,941,589,57.19,0.529
1000,78,907,522,60.64,0.557
1001,73,867,443,64.7,0.591
1002,68,802,352,69.26,0.626
1003,59,719,255,74.23,0.669
1004,47,582,153,79.53,0.7120000000000001
1005,28,372,60,85.1,0.755
1006,0,0,0,90.87,0.799
1007,0,0,0,96.82,0.8109999999999999
1008,0,0,0,102.91,0.823
1009,0,0,0,109.09,0.7959999999999999
1010,0,0,0,115.36,0.769
1011,0,0,0,121.69,0.721
1012,0,0,0,128.05,0.6729999999999999
1013,0,0,0,134.41,0.624
1014,0,0,0,140.75,0.575
1015,0,0,0,147.01,0.542
1016,0,0,0,153.1,0.51
1017,0,0,0,158.86,0.493
1018,0,0,0,163.87,0.477
1019,0,0,0,167.21,0.468
1020,0,0,0,167.44,0.46
1021,0,0,0,164.43,0.455
1022,0,0,0,159.56,0.45
1023,0,0,0,153.88,0.447
1024,0,0,0,147.81,0.444
1025,0,0,0,141.56,0.441
1026,0,0,0,135.23,0.439
1027,0,0,0,128.86,0.438
1028,0,0,0,122.49,0.4370000000000001
1029,0,0,0,116.16,0.439
1030,0,0,0,109.88,0.442
1031,0,0,0,103.67,0.447
1032,0,0,0,97.56,0.452
1033,0,0,0,91.58,0.456
1034,25,384,53,85.77,0.461
1035,44,609,148,80.16,0.465
1036,56,737,250,74.81,0.47
1037,65,818,348,69.77,0.478
1038,72,871,439,65.14,0.487
1039,77,909,518,60.99,0.501
1040,83,929,583,57.44,0.515
1041,86,946,634,54.6,0.529
1042,90,950,667,52.6,0.5429999999999999
1043,91,955,685,51.53,0.556
1044,86,966,689,51.46,0.569
1045,85,960,672,52.38,0.586
1046,87,938,636,54.24,0.603
1047,84,919,586,56.96,0.627
1048,82,885,520,60.41,0.6509999999999999
1049,77,846,442,64.48,0.669
1050,70,789,352,69.05,0.688
1051,61,708,256,74.03,0.6940000000000001
1052,48,587,156,79.34,0.701
1053,29,380,62,84.91,0.7090000000000001
1054,0,0,0,90.69,0.718
1055,0,0,0,96.65,0.732
1056,0,0,0,102.74,0.747
1057,0,0,0,108.93,0.757
1058,0,0,0,115.2,0.768
1059,0,0,0,121.53,0.775
1060,0,0,0,127.89,0.7829999999999999
1061,0,0,0,134.26,0.794
1062,0,0,0,140.59,0.805
1063,0,0,0,146.84,0.8220000000000001
1064,0,0,0,152.93,0.8390000000000001
1065,0,0,0,158.66,0.851
1066,0,0,0,163.65,0.863
1067,0,0,0,166.96,0.866
1068,0,0,0,167.22,0.87
1069,0,0,0,164.27,0.8690000000000001
1070,0,0,0,159.46,0.8690000000000001
1071,0,0,0,153.8,0.871
1072,0,0,0,147.75,0.8740000000000001
1073,0,0,0,141.51,0.882
1074,0,0,0,135.18,0.8909999999999999
1075,0,0,0,128.81,0.913
1076,0,0,0,122.45,0.935
1077,0,0,0,116.11,0.97
1078,0,0,0,109.82,1.006
1079,0,0,0,103.61,1.046
1080,0,0,0,97.49,1.087
1081,0,0,0,91.51,1.111
1082,28,275,48,85.68,1.135
1083,51,501,137,80.06,1.144
1084,65,643,235,74.69,1.154
1085,76,730,330,69.64,1.169
1086,78,812,421,64.99,1.185
1087,84,851,499,60.82,1.229
1088,90,873,562,57.25,1.273
1089,92,891,611,54.4,1.347
1090,96,896,644,52.38,1.422
1091,97,900,660,51.3,1.505
1092,99,894,659,51.22,1.589
1093,98,886,642,52.14,1.663
1094,98,865,607,54.0,1.737
1095,95,844,558,56.72,1.809
1096,93,806,494,60.18,1.881
1097,87,764,418,64.25,1.962
1098,80,696,332,68.83,2.044
1099,69,611,239,73.82,2.126
1100,55,478,145,79.14,2.209
1101,32,278,57,84.72,2.255
1102,0,0,0,90.51,2.302
1103,0,0,0,96.48,2.286
1104,0,0,0,102.57,2.271
1105,0,0,0,108.77,2.236
1106,0,0,0,115.04,2.202
1107,0,0,0,121.37,2.2
1108,0,0,0,127.73,2.198
1109,0,0,0,134.1,2.2230000000000003
1110,0,0,0,140.43,2.248
1111,0,0,0,146.68,2.273
1112,0,0,0,152.75,2.298
1113,0,0,0,158.47,2.331
1114,0,0,0,163.42,2.364
1115,0,0,0,166.72,2.45
1116,0,0,0,167.0,2.5380000000000003
1117,0,0,0,164.11,2.644
1118,0,0,0,159.34,2.7510000000000003
1119,0,0,0,153.71,2.807
1120,0,0,0,147.68,2.864
1121,0,0,0,141.45,2.881
1122,0,0,0,135.13,2.898
1123,0,0,0,128.76,2.917
1124,0,0,0,122.39,2.937
1125,0,0,0,116.05,2.957
1126,0,0,0,109.76,2.977
1127,0,0,0,103.54,2.999
1128,0,0,0,97.42,3.022
1129,0,0,0,91.42,3.035
1130,31,95,38,85.59,3.048
1131,70,260,116,79.95,3.045
1132,100,388,203,74.57,3.042
1133,122,483,291,69.51,3.027
1134,135,565,375,64.84,3.012
1135,146,616,448,60.65,3.01
1136,152,662,512,57.06,3.009
1137,158,687,560,54.19,3.036
1138,159,709,594,52.16,3.063
1139,161,717,612,51.07,3.057
1140,153,736,616,50.98,3.051
1141,151,729,602,51.89,3.039
1142,139,735,574,53.75,3.028
1143,134,713,528,56.48,3.029
1144,130,674,468,59.94,3.03
1145,121,628,396,64.03,3.005
1146,112,549,313,68.62,2.9810000000000003
1147,95,460,225,73.61,2.946
1148,74,307,133,78.94,2.912
1149,38,141,52,84.53,2.8760000000000003
1150,0,0,0,90.33,2.841
1151,0,0,0,96.3,2.805
1152,0,0,0,102.4,2.769
1153,0,0,0,108.6,2.724
1154,0,0,0,114.88,2.679
1155,0,0,0,121.22,2.627
1156,0,0,0,127.58,2.576
1157,0,0,0,133.94,2.529
1158,0,0,0,140.27,2.482
1159,0,0,0,146.51,2.445
1160,0,0,0,152.57,2.408
1161,0,0,0,158.27,2.384
1162,0,0,0,163.2,2.361
1163,0,0,0,166.47,2.351
1164,0,0,0,166.77,2.342
1165,0,0,0,163.94,2.34
1166,0,0,0,159.22,2.338
1167,0,0,0,153.62,2.331
1168,0,0,0,147.61,2.324
1169,0,0,0,141.39,2.303
1170,0,0,0,135.07,2.283
1171,0,0,0,128.7,2.263
1172,0,0,0,122.33,2.244
1173,0,0,0,115.99,2.234
1174,0,0,0,109.69,2.225
1175,0,0,0,103.46,2.219
1176,0,0,0,97.33,2.215
1177,0,0,0,91.33,2.211
1178,32,127,42,85.48,2.209
1179,69,305,123,79.84,2.211
1180,97,431,213,74.45,2.214
1181,118,525,303,69.37,2.222
1182,135,588,386,64.68,2.23
1183,147,638,461,60.48,2.237
1184,159,666,523,56.87,2.245
1185,165,691,572,53.98,2.25
1186,175,695,604,51.93,2.256
1187,178,703,622,50.83,2.256
1188,178,704,624,50.72,2.257
1189,176,698,609,51.63,2.25
1190,173,681,578,53.5,2.2430000000000003
1191,167,657,532,56.23,2.231
1192,152,639,474,59.7,2.219
1193,140,592,402,63.8,2.216
1194,123,537,320,68.4,2.214
1195,103,448,231,73.41,2.23
1196,76,330,141,78.74,2.246
1197,40,162,56,84.34,2.271
1198,0,0,0,90.15,2.296
1199,0,0,0,96.13,2.325
1200,0,0,0,102.23,2.354
1201,0,0,0,108.44,2.384
1202,0,0,0,114.72,2.415
1203,0,0,0,121.06,2.442
1204,0,0,0,127.42,2.47
1205,0,0,0,133.78,2.487
1206,0,0,0,140.11,2.504
1207,0,0,0,146.34,2.513
1208,0,0,0,152.39,2.522
1209,0,0,0,158.07,2.532
1210,0,0,0,162.97,2.542
1211,0,0,0,166.21,2.5540000000000003
1212,0,0,0,166.54,2.5660000000000003
1213,0,0,0,163.76,2.57
1214,0,0,0,159.09,2.574
1215,0,0,0,153.52,2.573
1216,0,0,0,147.53,2.573
1217,0,0,0,141.32,2.571
1218,0,0,0,135.0,2.57
1219,0,0,0,128.64,2.567
1220,0,0,0,122.27,2.565
1221,0,0,0,115.92,2.548
1222,0,0,0,109.62,2.532
1223,0,0,0,103.39,2.501
1224,0,0,0,97.25,2.471
1225,0,0,0,91.24,2.441
1226,32,159,45,85.38,2.411
1227,65,353,128,79.72,2.391
1228,87,493,220,74.31,2.371
1229,103,587,311,69.22,2.365
1230,128,611,391,64.51,2.359
1231,139,661,467,60.29,2.361
1232,145,701,531,56.67,2.364
1233,151,726,580,53.76,2.36
1234,152,749,616,51.7,2.356
1235,153,757,634,50.58,2.343
1236,153,758,636,50.47,2.331
1237,152,752,622,51.38,2.316
1238,148,740,591,53.25,2.302
1239,143,718,545,55.98,2.29
1240,134,690,485,59.46,2.278
1241,125,645,412,63.57,2.257
1242,102,624,334,68.18,2.236
1243,87,539,243,73.2,2.205
1244,66,427,151,78.54,2.174
1245,39,241,63,84.15,2.15
1246,0,0,0,89.96,2.127
1247,0,0,0,95.95,2.11
1248,0,0,0,102.06,2.093
1249,0,0,0,108.27,2.079
1250,0,0,0,114.56,2.066
1251,0,0,0,120.9,2.064
1252,0,0,0,127.26,2.063
1253,0,0,0,133.62,2.0780000000000003
1254,0,0,0,139.94,2.093
1255,0,0,0,146.17,2.112
1256,0,0,0,152.21,2.131
1257,0,0,0,157.86,2.136
1258,0,0,0,162.73,2.142
1259,0,0,0,165.95,2.141
1260,0,0,0,166.3,2.14
1261,0,0,0,163.58,2.144
1262,0,0,0,158.95,2.148
1263,0,0,0,153.41,2.166
1264,0,0,0,147.44,2.184
1265,0,0,0,141.24,2.21
1266,0,0,0,134.93,2.237
1267,0,0,0,128.57,2.264
1268,0,0,0,122.2,2.292
1269,0,0,0,115.85,2.305
1270,0,0,0,109.54,2.319
1271,0,0,0,103.3,2.316
1272,0,0,0,97.16,2.314
1273,0,0,0,91.13,2.313
1274,30,249,51,85.27,2.313
1275,55,456,137,79.6,2.319
1276,70,594,232,74.18,2.325
1277,82,680,325,69.07,2.34
1278,89,746,412,64.34,2.355
1279,95,788,488,60.11,2.385
1280,99,821,553,56.46,2.415
1281,102,841,602,53.54,2.442
1282,104,855,637,51.46,2.469
1283,105,861,655,50.33,2.487
1284,115,840,653,50.21,2.506
1285,114,834,638,51.11,2.532
1286,109,828,607,52.99,2.559
1287,105,808,560,55.73,2.589
1288,100,780,499,59.22,2.619
1289,94,740,426,63.33,2.6210000000000004
1290,89,670,340,67.95,2.623
1291,77,589,249,72.98,2.587
1292,59,480,156,78.34,2.551
1293,37,294,68,83.96,2.509
1294,0,0,0,89.78,2.467
1295,0,0,0,95.77,2.426
1296,0,0,0,101.89,2.386
1297,0,0,0,108.11,2.331
1298,0,0,0,114.4,2.276
1299,0,0,0,120.74,2.229
1300,0,0,0,127.1,2.1830000000000003
1301,0,0,0,133.46,2.172
1302,0,0,0,139.78,2.162
1303,0,0,0,146.0,2.177
1304,0,0,0,152.02,2.193
1305,0,0,0,157.65,2.209
1306,0,0,0,162.49,2.225
1307,0,0,0,165.69,2.227
1308,0,0,0,166.05,2.23
1309,0,0,0,163.38,2.225
1310,0,0,0,158.81,2.221
1311,0,0,0,153.3,2.235
1312,0,0,0,147.34,2.25
1313,0,0,0,141.15,2.268
1314,0,0,0,134.85,2.287
1315,0,0,0,128.49,2.32
1316,0,0,0,122.12,2.353
1317,0,0,0,115.77,2.416
1318,0,0,0,109.45,2.479
1319,0,0,0,103.21,2.5810000000000004
1320,0,0,0,97.06,2.684
1321,0,0,0,91.03,2.786
1322,28,286,53,85.15,2.888
1323,48,501,140,79.47,2.95
1324,61,631,235,74.03,3.014
1325,70,714,327,68.91,3.037
1326,71,792,416,64.17,3.06
1327,76,830,492,59.91,3.077
1328,79,859,556,56.25,3.094
1329,81,877,605,53.31,3.169
1330,81,891,640,51.21,3.244
1331,82,895,656,50.07,3.39
1332,88,880,654,49.94,3.537
1333,87,873,639,50.84,3.661
1334,95,837,603,52.72,3.785
1335,92,819,557,55.47,3.784
1336,100,760,491,58.97,3.783
1337,93,722,420,63.1,3.655
1338,91,643,335,67.73,3.529
1339,79,563,246,72.77,3.4360000000000004
1340,63,443,154,78.14,3.343
1341,38,263,67,83.77,3.344
1342,0,0,0,89.6,3.347
1343,0,0,0,95.6,3.358
1344,0,0,0,101.72,3.37
1345,0,0,0,107.94,3.359
1346,0,0,0,114.24,3.3480000000000003
1347,0,0,0,120.58,3.333
1348,0,0,0,126.95,3.319
1349,0,0,0,133.3,3.326
1350,0,0,0,139.62,3.334
1351,0,0,0,145.83,3.35
1352,0,0,0,151.83,3.366
1353,0,0,0,157.44,3.379
1354,0,0,0,162.25,3.392
1355,0,0,0,165.42,3.4160000000000004
1356,0,0,0,165.79,3.44
1357,0,0,0,163.18,3.4330000000000003
1358,0,0,0,158.65,3.426
1359,0,0,0,153.18,3.372
1360,0,0,0,147.24,3.318
1361,0,0,0,141.06,3.227
1362,0,0,0,134.76,3.138
1363,0,0,0,128.41,3.052
1364,0,0,0,122.04,2.966
1365,0,0,0,115.68,2.887
1366,0,0,0,109.36,2.809
1367,0,0,0,103.11,2.693
1368,0,0,0,96.95,2.5780000000000003
1369,0,0,0,90.91,2.376
1370,34,187,50,85.03,2.174
1371,66,383,137,79.33,1.98
1372,87,528,233,73.88,1.787
1373,103,623,329,68.74,1.648
1374,108,715,422,63.99,1.509
1375,116,764,502,59.71,1.39
1376,114,824,574,56.03,1.272
1377,118,849,628,53.07,1.181
1378,112,886,670,50.96,1.09
1379,113,896,691,49.8,1.022
1380,101,925,700,49.67,0.956
1381,100,923,687,50.57,0.907
1382,94,926,658,52.45,0.858
1383,91,910,610,55.21,0.828
1384,84,895,549,58.72,0.7979999999999999
1385,79,861,472,62.86,0.778
1386,71,818,384,67.51,0.758
1387,62,746,286,72.56,0.752
1388,50,640,184,77.94,0.747
1389,34,456,85,83.57,0.7509999999999999
1390,0,0,0,89.41,0.755
1391,0,0,0,95.42,0.752
1392,0,0,0,101.55,0.7490000000000001
1393,0,0,0,107.78,0.7390000000000001
1394,0,0,0,114.08,0.73
1395,0,0,0,120.42,0.722
1396,0,0,0,126.79,0.7140000000000001
1397,0,0,0,133.14,0.7140000000000001
1398,0,0,0,139.45,0.715
1399,0,0,0,145.65,0.713
1400,0,0,0,151.64,0.7120000000000001
1401,0,0,0,157.23,0.711
1402,0,0,0,162.01,0.71
1403,0,0,0,165.15,0.722
1404,0,0,0,165.53,0.735
1405,0,0,0,162.97,0.757
1406,0,0,0,158.49,0.779
1407,0,0,0,153.05,0.8009999999999999
1408,0,0,0,147.13,0.8240000000000001
1409,0,0,0,140.96,0.831
1410,0,0,0,134.67,0.8390000000000001
1411,0,0,0,128.32,0.8320000000000001
1412,0,0,0,121.95,0.826
1413,0,0,0,115.59,0.8109999999999999
1414,0,0,0,109.27,0.797
1415,0,0,0,103.01,0.77
1416,0,0,0,96.85,0.743
1417,0,0,0,90.79,0.7070000000000001
1418,30,375,63,84.9,0.6709999999999999
1419,50,593,161,79.19,0.632
1420,61,728,265,73.73,0.593
1421,71,811,367,68.57,0.562
1422,76,874,461,63.8,0.531
1423,81,913,544,59.5,0.506
1424,84,943,614,55.81,0.481
1425,87,962,668,52.83,0.466
1426,88,975,706,50.7,0.452
1427,89,981,726,49.53,0.447
1428,89,982,729,49.39,0.443
1429,89,977,713,50.29,0.446
1430,87,966,680,52.18,0.45
1431,85,949,630,54.95,0.455
1432,81,925,565,58.47,0.461
1433,76,889,485,62.62,0.478
1434,71,837,394,67.28,0.495
1435,62,763,294,72.34,0.518
1436,51,649,189,77.73,0.542
1437,35,464,88,83.38,0.556
1438,0,0,0,89.23,0.5720000000000001
1439,0,0,0,95.24,0.578
1440,0,0,0,101.38,0.584
1441,0,0,0,107.61,0.579
1442,0,0,0,113.92,0.574
1443,0,0,0,120.26,0.568
1444,0,0,0,126.63,0.563
1445,0,0,0,132.98,0.578
1446,0,0,0,139.29,0.593
1447,0,0,0,145.48,0.618
1448,0,0,0,151.45,0.643
1449,0,0,0,157.02,0.66
1450,0,0,0,161.76,0.6779999999999999
1451,0,0,0,164.87,0.69
1452,0,0,0,165.26,0.7020000000000001
1453,0,0,0,162.75,0.715
1454,0,0,0,158.32,0.7290000000000001
1455,0,0,0,152.91,0.742
1456,0,0,0,147.01,0.755
1457,0,0,0,140.86,0.76
1458,0,0,0,134.57,0.765
1459,0,0,0,128.22,0.7609999999999999
1460,0,0,0,121.85,0.757
1461,0,0,0,115.49,0.745
1462,0,0,0,109.17,0.733
1463,0,0,0,102.91,0.72
1464,0,0,0,96.73,0.708
1465,0,0,0,90.67,0.698
1466,30,390,65,84.76,0.688
1467,48,601,162,79.05,0.682
1468,59,734,267,73.57,0.677
1469,68,813,367,68.4,0.674
1470,73,873,461,63.61,0.6709999999999999
1471,78,910,542,59.29,0.6709999999999999
1472,80,938,611,55.57,0.672
1473,83,956,664,52.58,0.6759999999999999
1474,85,967,701,50.43,0.68
1475,86,972,720,49.25,0.6859999999999999
1476,86,973,723,49.11,0.693
1477,85,968,707,50.01,0.7020000000000001
1478,83,957,674,51.9,0.7120000000000001
1479,81,940,625,54.68,0.72
1480,78,915,560,58.22,0.728
1481,74,881,482,62.38,0.73
1482,68,830,392,67.05,0.733
1483,60,760,294,72.13,0.73
1484,50,654,191,77.53,0.727
1485,34,476,90,83.18,0.722
1486,0,0,0,89.04,0.7170000000000001
1487,0,0,0,95.07,0.711
1488,0,0,0,101.21,0.706
1489,0,0,0,107.45,0.7020000000000001
1490,0,0,0,113.75,0.698
1491,0,0,0,120.1,0.695
1492,0,0,0,126.47,0.6920000000000001
1493,0,0,0,132.82,0.6920000000000001
1494,0,0,0,139.12,0.6920000000000001
1495,0,0,0,145.3,0.6940000000000001
1496,0,0,0,151.26,0.6970000000000001
1497,0,0,0,156.8,0.698
1498,0,0,0,161.51,0.7
1499,0,0,0,164.59,0.7
1500,0,0,0,164.99,0.7
1501,0,0,0,162.52,0.6990000000000001
1502,0,0,0,158.14,0.6990000000000001
1503,0,0,0,152.76,0.6990000000000001
1504,0,0,0,146.88,0.7
1505,0,0,0,140.75,0.701
1506,0,0,0,134.47,0.7020000000000001
1507,0,0,0,128.12,0.703
1508,0,0,0,121.75,0.7040000000000001
1509,0,0,0,115.39,0.703
1510,0,0,0,109.06,0.703
1511,0,0,0,102.79,0.7040000000000001
1512,0,0,0,96.61,0.705
1513,0,0,0,90.54,0.7090000000000001
1514,31,377,66,84.62,0.713
1515,50,588,164,78.89,0.721
1516,62,719,268,73.4,0.73
1517,71,798,367,68.21,0.7440000000000001
1518,77,856,460,63.41,0.759
1519,82,893,541,59.08,0.782
1520,86,918,608,55.34,0.8059999999999999
1521,88,935,660,52.32,0.8340000000000001
1522,92,943,696,50.16,0.862
1523,93,947,715,48.97,0.899
1524,100,931,713,48.83,0.938
1525,99,924,697,49.73,0.983
1526,100,905,662,51.62,1.029
1527,97,885,613,54.41,1.075
1528,96,849,547,57.96,1.121
1529,91,810,469,62.13,1.161
1530,85,750,380,66.82,1.2009999999999998
1531,75,673,284,71.91,1.228
1532,61,555,183,77.32,1.255
1533,41,374,86,82.99,1.266
1534,11,83,13,88.86,1.277
1535,0,0,0,94.89,1.274
1536,0,0,0,101.04,1.271
1537,0,0,0,107.28,1.264
1538,0,0,0,113.59,1.258
1539,0,0,0,119.94,1.256
1540,0,0,0,126.31,1.254
1541,0,0,0,132.66,1.26
1542,0,0,0,138.95,1.266
1543,0,0,0,145.12,1.274
1544,0,0,0,151.07,1.283
1545,0,0,0,156.58,1.286
1546,0,0,0,161.26,1.289
1547,0,0,0,164.31,1.291
1548,0,0,0,164.71,1.293
1549,0,0,0,162.28,1.3130000000000002
1550,0,0,0,157.95,1.3330000000000002
1551,0,0,0,152.61,1.382
1552,0,0,0,146.75,1.431
1553,0,0,0,140.63,1.455
1554,0,0,0,134.36,1.479
1555,0,0,0,128.01,1.489
1556,0,0,0,121.64,1.5
1557,0,0,0,115.28,1.518
1558,0,0,0,108.95,1.536
1559,0,0,0,102.67,1.567
1560,0,0,0,96.49,1.598
1561,0,0,0,90.4,1.639
1562,34,301,63,84.48,1.681
1563,56,507,155,78.74,1.737
1564,73,622,253,73.23,1.794
1565,84,705,348,68.03,1.878
1566,105,720,430,63.2,1.963
1567,113,762,507,58.85,2.064
1568,124,776,569,55.1,2.166
1569,129,796,619,52.06,2.248
1570,140,792,650,49.89,2.33
1571,141,799,669,48.69,2.3680000000000003
1572,142,796,670,48.53,2.406
1573,141,790,655,49.44,2.427
1574,135,785,625,51.34,2.448
1575,131,764,579,54.14,2.463
1576,124,737,518,57.7,2.479
1577,116,695,444,61.89,2.479
1578,105,638,359,66.59,2.48
1579,92,557,267,71.69,2.452
1580,72,451,173,77.12,2.424
1581,47,276,81,82.79,2.357
1582,11,39,12,88.67,2.291
1583,0,0,0,94.71,2.207
1584,0,0,0,100.87,2.123
1585,0,0,0,107.12,2.017
1586,0,0,0,113.43,1.911
1587,0,0,0,119.79,1.78
1588,0,0,0,126.15,1.65
1589,0,0,0,132.5,1.506
1590,0,0,0,138.78,1.362
1591,0,0,0,144.94,1.192
1592,0,0,0,150.87,1.022
1593,0,0,0,156.36,0.8370000000000001
1594,0,0,0,161.0,0.652
1595,0,0,0,164.02,0.539
1596,0,0,0,164.42,0.4270000000000001
1597,0,0,0,162.04,0.426
1598,0,0,0,157.76,0.425
1599,0,0,0,152.45,0.459
1600,0,0,0,146.61,0.495
1601,0,0,0,140.5,0.479
1602,0,0,0,134.24,0.463
1603,0,0,0,127.9,0.423
1604,0,0,0,121.53,0.384
1605,0,0,0,115.16,0.37
1606,0,0,0,108.83,0.356
1607,0,0,0,102.55,0.359
1608,0,0,0,96.35,0.362
1609,0,0,0,90.26,0.378
1610,29,476,77,84.33,0.395
1611,45,674,179,78.57,0.418
1612,55,790,286,73.06,0.442
1613,63,860,387,67.84,0.47
1614,69,906,480,62.99,0.498
1615,73,938,562,58.63,0.5379999999999999
1616,78,957,629,54.85,0.578
1617,80,971,681,51.8,0.627
1618,83,976,716,49.61,0.6759999999999999
1619,84,979,734,48.4,0.711
1620,85,977,735,48.24,0.747
1621,84,972,720,49.14,0.758
1622,83,962,687,51.05,0.769
1623,80,946,638,53.86,0.7759999999999999
1624,80,913,572,57.44,0.7829999999999999
1625,76,879,493,61.64,0.804
1626,75,812,400,66.36,0.826
1627,66,741,302,71.47,0.8390000000000001
1628,57,616,197,76.91,0.853
1629,40,441,97,82.6,0.852
1630,13,113,16,88.49,0.852
